Name,Aired,Broadcast,Duration,Status,Type,Premiered,Episodes,Rating,Genres,Licensors,Producers,Studios,Members,Favorites
One Piece: Long Ring Long Land-hen,2015-12-11,none,01:15:00,Finished Airing,Special,none,1,PG 13,"Adventure,Action,Fantasy",none,Fuji TV,Toei Animation,10151,14
Mai-HiME: Kuro no Mai/Saigo no Bansan,2010-01-27,none,00:04:00,Finished Airing,Special,none,1,PG 13,Comedy,none,none,Sunrise,6042,4
Feng Wei Ying Xiong,"2015-09-16,2016-07-03",none,00:16:00,Finished Airing,ONA,none,13,PG 13,"Fantasy,Action",none,none,YHKT Entertainment,538,2
Makai Ouji: Devils and Realist,2013-07-08 2013-09-23,1 01:05:00,00:24:00,Finished Airing,TV,Summer 2013,12,PG 13,Fantasy Comedy Mystery,Sentai Filmworks,Sotsu TV Tokyo,Doga Kobo,114612,425
Tejina-senpai,"2019-07-02,2019-09-17","tue,23:00:00",00:12:00,Finished Airing,TV,Summer 2019,12,PG 13,"Comedy,Ecchi",none,"Avex Pictures,flying DOG,Q-Tec,Kodansha,Marui Group,Docomo Anime Store,GYAO!,Nihon Ad Systems,BS NTV,KlockWorx",LIDENFILMS,266686,460
Fukusuke,"Oct 29, 1957",none,00:18:00,Finished Airing,Movie,none,1,G,none,none,none,Otogi Production,801,1
Sekaikei Sekai Ron,2009-01-01,none,00:04:00,Finished Airing,OVA,none,1,G,Sci-Fi,Sentai Filmworks,none,none,1193,2
Sakura Internet,"Jan 26, 2017",none,00:03:00,Finished Airing,ONA,none,1,PG 13,Drama,none,none,White Fox,5019,3
Chibi Maruko-chan (1995),"Jan 8, 1995 to ?","sun,18:00:00",00:23:00,Currently Airing,TV,Winter 1995,0,G,"Comedy,Slice of Life",none,"Ajia-do,Sakura Production",Nippon Animation,5310,44
Beast Wars Second Chou Seimeitai Transformers: Lio Convoy Kiki Ippatsu! Movie,1998-12-19,none,00:46:00,Finished Airing,Movie,none,1,G,"Sci-Fi,Adventure,Action",none,none,Ashi Productions,1469,1
Bakuretsu Tenshi,"2004-04-07,2004-09-15","tue,02:12:00",00:23:00,Finished Airing,TV,Spring 2004,24,PG 13,"Adventure,Comedy,Sci-Fi",Funimation,"GDH,TV Asahi,Imagica",Gonzo,69396,233
Switch,"2008-10-24,2009-02-25",none,00:30:00,Finished Airing,OVA,none,2,PG 13,"Action,Mystery",none,Frontier Works,Actas,26601,66
Dengeki Oshioki Musume Gootaman R: Ai to Kanashimi no Final Battle,"Oct 24, 1994",none,00:46:00,Finished Airing,OVA,none,1,R+,"Girls Love,Action,Comedy,Ecchi",none,All Products,Studio Kikan,3364,0
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Encore Animation,2014-07-23,none,00:04:00,Finished Airing,Special,none,1,PG 13,Comedy,none,none,Sunrise,6229,10
Brigadoon: Marin to Melan,"2000-07-21,2001-02-09",Unknown,00:24:00,Finished Airing,TV,Summer 2000,26,PG 13,"Comedy,Drama,Adventure,Sci-Fi",Tokyopop,Bandai Visual,Sunrise,13105,150
Manga Revue Haru,1931-01-01,none,00:09:00,Finished Airing,Movie,none,1,G,none,none,none,none,487,0
Wild 7,"1994-12-17,1995-02-21",none,00:55:00,Finished Airing,OVA,none,2,R 17,"Drama,Mystery,Action","Urban Vision,Enoki Films","Tokuma Shoten,Fuji TV",Pierrot Plus,2654,1
Shin Tennis no Ouji-sama: Hyoutei vs. Rikkai - Game of Future,2021-02-13 2021-04-17,None,00:48:00,Finished Airing,ONA,None,2,PG 13,Sports,"None found, add some",Marvelous AQL TV Tokyo Bandai Namco Arts Shueisha Production I.G Nihon Ad Systems,Studio Kai M.S.C,3062,14
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desu kara,2010-09-26,none,00:34:00,Finished Airing,OVA,none,1,PG 13,"Fantasy,Sci-Fi,Action",none,"AT-X,ASCII Media Works,Movic,Geneon Universal Entertainment",J.C.Staff,66465,31
Uneasiness and Triangle,"Jul 8, 2011",none,00:03:00,Finished Airing,ONA,none,1,G,Avant Garde,none,none,none,391,0
Feng Yu Zhou,2018-08-03,none,01:45:00,Finished Airing,Movie,none,1,PG 13,"Adventure,Comedy,Drama,Fantasy,Action",none,none,Rocen,1544,5
Hiroshima e no Tabi,"Jul 20, 1994",none,00:31:00,Finished Airing,OVA,none,1,G,"Drama,Slice of Life",none,Shinano Kikaku,Toei Animation,536,1
Xiao Fa Ming Jia,1958-01-01,none,00:15:00,Finished Airing,Movie,none,1,G,none,none,none,none,72,0
Aura: Maryuuin Kouga Saigo no Tatakai,2013-04-13,none,01:23:00,Finished Airing,Movie,none,1,R+,"Drama,Romance",Sentai Filmworks,"Delfi Sound,Sotsu,AIC,Movic,Marvelous AQL,Lantis,Pony Canyon",AIC ASTA,104985,513
Ai to Yuuki no Pig Girl Tonde Buurin,"1994-09-03,1995-08-26","sat,18:00:00",00:25:00,Finished Airing,TV,Fall 1994,51,G,"Comedy,Romance,Fantasy",Saban Entertainment,none,Nippon Animation,10285,49
Lupin III vs. Detective Conan,2009-03-27,none,01:45:00,Finished Airing,Special,none,1,PG 13,"Comedy,Action,Mystery,Adventure",Discotek Media,Tokyo Movie Shinsha,TMS Entertainment,34460,42
Kanojo ga Kanji wo Suki na Riyuu.,"Sep 14, 2015 to Oct 13, 2015",none,00:02:00,Finished Airing,ONA,none,2,PG,Slice of Life,none,Beyond C.,Studio 4°C,2089,0
One Piece: Densetsu no Log! Akagami no Shanks!,2022-08-28,none,00:24:00,Finished Airing,Special,none,1,PG 13,"Adventure,Action,Fantasy",none,none,Toei Animation,5615,1
Bakumatsu Rock,"2014-07-02,2014-09-17",Unknown,00:23:00,Finished Airing,TV,Summer 2014,12,PG 13,"Comedy,Action",Sentai Filmworks,"Marvelous AQL,TV Asahi Music,Nihon Ad Systems,NBCUniversal Entertainment Japan",Studio Deen,29397,46
Mahou Shoujo Ikusei Keikaku,2016-10-02 2016-12-18,7 00:00:00,00:24:00,Finished Airing,TV,Fall 2016,12,R 17,Suspense Action Fantasy,Funimation,AT-X Genco Medicos Entertainment Animatic Highlights Entertainment Cospa Magic Capsule Toranoana flying DOG,Lerche,155941,718
Kobato.,"2009-10-06,2010-03-23",Unknown,00:24:00,Finished Airing,TV,Fall 2009,24,PG 13,"Drama,Fantasy,Comedy,Romance",Sentai Filmworks,"NHK,KlockWorx,Kadokawa Shoten,flying DOG,NHK-BS2",Madhouse,163137,1472
Hello Kitty no Alps no Shoujo Heidi,1993-08-21,none,00:30:00,Finished Airing,OVA,none,1,G,none,none,Sanrio,"add some,None found,",1197,7
UFO-koku no Koutsuu Anzen,1979-01-01,none,00:14:00,Finished Airing,Movie,none,1,G,Sci-Fi,none,none,none,124,0
Beatless Intermission,"2018-02-17,2018-06-02",none,00:24:00,Finished Airing,Special,none,4,PG 13,"Romance,Sci-Fi,Drama,Action",none,none,Diomedéa,12101,15
Kuroko no Basket: Last Game NG-shuu,2017-09-27,none,00:02:00,Finished Airing,Special,none,1,PG 13,"Sports,Comedy",none,Bandai Visual,Production I.G,32904,42
Gegege no Kitarou (2018),2018-04-01 2020-03-29,7 09:00:00,00:23:00,Finished Airing,TV,Spring 2018,97,PG,Horror Comedy Supernatural,"None found, add some",Fuji TV Yomiko Advertising,Toei Animation,48549,123
Tokyo Mew Mew,2002-04-06 2003-03-29,6 08:00:00,00:24:00,Finished Airing,TV,Spring 2002,52,PG 13,Fantasy Sci-Fi Romance,4Kids Entertainment,Kodansha TV Aichi,Pierrot,149616,1534
Taiyang Shizhe,"Oct 20, 2009",none,01:20:00,Finished Airing,Movie,none,1,PG 13,"Adventure,Fantasy",none,none,none,56,0
Nyuuin Bokki Monogatari: Odaijini!,"Dec 5, 1991 to Dec 25, 1991",none,00:44:00,Finished Airing,OVA,none,2,R+,"Comedy,Ecchi",none,Tokyo Kids,none,627,1
Pokemon: Pikachu no Fuyuyasumi (2000),1999-12-22,none,00:11:00,Finished Airing,OVA,none,2,PG,"Comedy,Adventure,Fantasy",4Kids Entertainment,none,OLM,9784,1
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,2017-04-15 2017-07-01,6 00:30:00,00:25:00,Finished Airing,TV,Spring 2017,12,PG 13,Action Fantasy Adventure,Sentai Filmworks,KlockWorx Genco Movic Warner Bros. Japan Hakuhodo DY Music & Pictures SoftBank Creative MAGES. FuRyu Imagine,J.C.Staff,435373,679
Cross Ange: Tenshi to Ryuu no Rondo,"2014-10-05,2015-03-29","sun,01:30:00",00:23:00,Finished Airing,TV,Fall 2014,25,R 17,"Sci-Fi,Action",Sentai Filmworks,"Fields,Bandai Namco Live Creative,Starchild Records,Bandai Channel,Docomo Anime Store,Bandai Namco Games",Sunrise,197734,1666
Majokko Club Yoningumi: A Kuukan kara no Alien X,"Jul 28, 1987",none,00:27:00,Finished Airing,OVA,none,1,PG 13,"Comedy,Action,Sci-Fi",none,none,Pierrot,1329,1
Kouryuu Densetsu Villgust,"1993-01-21,1993-03-22",none,00:28:00,Finished Airing,OVA,none,2,PG 13,"Fantasy,Comedy,Romance,Adventure,Action",none,"Imagine,Movic,Bandai Visual",animate Film,2226,4
"Benriya Saitou-san, Isekai ni Iku","2023-01-08,2023-03-26","sun,22:30:00",00:23:00,Finished Airing,TV,Winter 2023,12,R 17,"Comedy,Fantasy,Adventure",none,"BS NTV,AT-X,Kadokawa,GREE Entertainment",C2C,131934,571
Renshenguo,1981,none,00:44:00,Finished Airing,Movie,none,1,G,none,none,none,Shanghai Animation Film Studio,439,1
Shishang Zui Qiang Nan Zhujiao,"2022-06-05,2022-10-23",none,00:08:00,Finished Airing,ONA,none,48,PG 13,"Fantasy,Action",none,none,Ruo Hong Culture,864,0
Imouto sae Ireba Ii. (ONA),"2017-10-08,2017-12-10",none,00:02:00,Finished Airing,ONA,none,6,PG 13,Comedy,none,none,SILVER LINK.,13739,10
Marie & Gali ver. 2.0,"2010-03-20,2011-03-22","sat,18:55:00",00:05:00,Finished Airing,TV,Spring 2010,30,PG 13,Comedy,none,NHK,Toei Animation,1164,1
Two Rooms,"Mar 24, 2017",none,00:07:00,Finished Airing,Movie,none,1,PG,"Avant Garde,Supernatural,Slice of Life",none,none,The Village of Marchen,96,0
Tamaya Shichiten Tanjoubi-hen CM,2020-10-27,none,47 sec.,Finished Airing,ONA,none,1,G,Slice of Life,none,none,G-angle,327,0
Doraemon Movie 02: Nobita no Uchuu Kaitakushi,1981-03-14,None,01:36:00,Finished Airing,Movie,None,1,PG,Fantasy Comedy Adventure,"None found, add some",TV Asahi,Shin-Ei Animation,4795,3
Usagi Drop Specials,"2011-10-28,2012-01-27",none,00:05:00,Finished Airing,Special,none,4,PG 13,Slice of Life,"NIS America, Inc.",none,Production I.G,69343,38
Tun Bao Yu Bo Du 3rd Season,Not available,none,00:12:00,Finished Airing,TV,?,26,PG,Fantasy,none,none,none,37,0
Tutu Zhi Zhen Jia Gongzhu,"Mar 13, 2015 to Jun 4, 2015",none,00:12:00,Finished Airing,TV,Spring 2015,52,PG,none,none,none,none,45,0
Space☆Dandy 2nd Season Picture Drama,"2014-11-21,2015-01-28",none,00:06:00,Finished Airing,Special,none,3,PG 13,"Sci-Fi,Comedy",none,Bandai Visual,Bones,3600,5
Chikyuu Monogatari Telepath 2500,"Aug 4, 1984",none,01:45:00,Finished Airing,Movie,none,1,PG 13,"Adventure,Drama,Sci-Fi",none,none,Tatsunoko Production,936,0
Time Machine,2019-01-01,none,00:14:00,Finished Airing,Movie,none,1,R+,"Drama,Award Winning",none,none,6pucks,82,0
Junk Head,2017-07-23,none,01:40:00,Finished Airing,Movie,none,1,R 17,"Comedy,Action,Adventure,Suspense,Sci-Fi",none,none,Yamiken,1244,10
Box,1982-01-01,none,00:07:00,Finished Airing,Movie,none,1,G,Avant Garde,none,none,none,634,0
Wo Jiao MT: Guilai,"Oct 27, 2021 to Dec 22, 2021",none,00:22:00,Finished Airing,ONA,none,10,PG 13,"Comedy,Adventure",none,none,none,91,0
Ninkuu,1995-01-14 1996-02-24,6 06:30:00,00:24:00,Finished Airing,TV,Winter 1995,55,PG 13,Adventure,"None found, add some",Fuji TV Yomiuri Advertising,Pierrot,6683,25
Tonikaku Kawaii: Kaisou,2020-12-26,none,00:23:00,Finished Airing,Special,none,1,PG 13,"Comedy,Romance",none,"Warner Bros. Japan,Crunchyroll,Shogakukan-Shueisha Productions,KlockWorx,Shogakukan",Seven Arcs,54015,229
Stratos 4: Logbook,2006-08-26,none,00:30:00,Finished Airing,Special,none,1,PG 13,"Sci-Fi,Ecchi,Action",none,none,Studio Fantasia,1720,1
Young Herlock wo Oe! Cosmo Warrior Zero Gaiden,2002-06-21,none,00:24:00,Finished Airing,Special,none,2,PG 13,"Sci-Fi,Drama,Adventure",Media Blasters,none,Vega Entertainment,2476,1
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,1993-07-10,none,00:50:00,Finished Airing,Movie,none,1,PG 13,"Fantasy,Comedy,Action,Adventure,Sci-Fi",Funimation,none,Toei Animation,117259,52
Osomatsu-kun: Iyami wa Hitori Kaze no Naka,1990-08-25,none,00:25:00,Finished Airing,OVA,none,1,G,Comedy,none,Nippon Columbia,Pierrot,801,1
Xiongmao He Luta,2019-12-18,none,00:10:00,Finished Airing,TV,?,26,PG,Fantasy,none,none,none,41,0
Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,2015-03-14,none,01:22:00,Finished Airing,Movie,none,1,PG 13,"Action,Fantasy",Sentai Filmworks,Shochiku,Kyoto Animation,160028,242
Wangpai Yushi,"2014-06-27,2016-01-20",none,00:09:00,Finished Airing,ONA,none,39,PG 13,"Comedy,Fantasy,Supernatural",none,"LAN Studio,Tencent Animation & Comics",Haoliners Animation League,3524,11
Magikano,"2006-01-01,2006-04-01",Unknown,00:24:00,Finished Airing,TV,Winter 2006,13,PG 13,"Romance,Comedy,Fantasy","ADV Films,Funimation","Lantis,DAX Production",Tokyo Kids,34339,42
Yattokame Tanteidan,"Oct 7, 2007 to Jan 6, 2008",none,00:20:00,Finished Airing,TV,Fall 2007,14,G,"Mystery,Slice of Life",none,none,none,436,0
Doujin Work,"2007-07-04,2007-09-19","wed,01:30:00",00:13:00,Finished Airing,TV,Summer 2007,12,PG 13,"Comedy,Slice of Life",Media Blasters,"m.o.e.,Index,Houbunsha,Half H.P Studio,Toranoana,Media Factory",Remic,27741,40
Coluboccoro,2007-01-01,none,00:29:00,Finished Airing,OVA,none,1,G,"Fantasy,Sci-Fi",none,none,Kenji Studio,2197,2
Ergo Proxy,"2006-02-25,2006-08-12","sat,19:00:00",00:25:00,Finished Airing,TV,Winter 2006,23,R 17,"Mystery,Sci-Fi","Funimation,Geneon Entertainment USA","Geneon Universal Entertainment,WOWOW,Sakura Create",Manglobe,622994,13090
Zhu Zhu Xia: Fan Wai - Pin Zhuang Tegong Dui,"Dec 29, 2016 to Jan 4, 2017",none,00:13:00,Finished Airing,ONA,none,26,G,"Sci-Fi,Adventure",none,none,none,233,0
JoJo no Kimyou na Bouken: Phantom Blood Pilot,2004-03-28,none,00:02:00,Finished Airing,Special,none,1,R 17,"Supernatural,Action",none,KlockWorx,APPP,2276,8
Pops,"Jun 25, 1993",none,00:31:00,Finished Airing,OVA,none,1,PG 13,"Slice of Life,Romance",none,none,Madhouse,1397,1
Kandagawa Jet Girls Recap,"Nov 5, 2019",none,00:23:00,Finished Airing,Special,none,1,PG 13,Ecchi,Sentai Filmworks,none,TNK,3373,0
Hello Kitty no Shirayuki-hime,"Jul 21, 1993",none,00:25:00,Finished Airing,OVA,none,1,G,Fantasy,none,Sanrio,none,773,2
Nisekoimonogatari,2015-04-01,none,00:01:00,Finished Airing,ONA,none,1,PG 13,none,none,none,Shaft,46272,58
Xiao Li yu Hupo,Sep 2021 to ?,none,00:02:00,Currently Airing,ONA,none,0,G,"Slice of Life,Fantasy",none,none,none,130,0
Star Wars: Visions,2021-09-22,none,00:15:00,Finished Airing,ONA,none,9,PG 13,"Adventure,Sci-Fi,Action",none,Twin Engine,"Science SARU,Kinema Citrus,Trigger,Studio Colorido,Geno Studio,Production I.G,Kamikaze Douga",86667,380
Mojakou,"1995-10-03,1997-03-31","tue,18:30:00",00:25:00,Finished Airing,TV,Fall 1995,74,G,"Fantasy,Comedy,Sci-Fi",none,"SoftX,Studio Jack,TV Tokyo,Shogakukan-Shueisha Productions",OLM,2569,12
Hana no Zundamaru,"Oct 22, 2013 to Dec 9, 2013",none,00:05:00,Finished Airing,ONA,none,8,G,Comedy,none,CoMix Wave Films,none,458,0
Hanaukyou Maid-tai OVA,"2001-09-19,2001-11-07",none,00:14:00,Finished Airing,OVA,none,3,R+,"Comedy,Romance,Ecchi",none,m.o.e.,Daume,9753,5
Uchuu Senchi Kyuugou SOS: Tetsuwan Atom to Kangaeru Minna no Mirai,"May 30, 1999",none,Unknown,Finished Airing,Movie,none,1,G,"Action,Sci-Fi,Adventure",none,none,none,87,0
Code Geass: Hangyaku no Lelouch - Kiseki no Birthday,2010-04-23,none,00:27:00,Finished Airing,Special,none,1,PG 13,Supernatural,none,none,Sunrise,31420,28
Tuzi Zhen De Huo Huli,"Oct 30, 2015",none,01:29:00,Finished Airing,Movie,none,1,PG,"Adventure,Fantasy",none,none,none,65,0
Medaka no Gakkou,"2001-04-10,2005-02-26",none,00:14:00,Finished Airing,OVA,none,5,PG,Comedy,none,Office AO,"add some,None found,",966,0
Yurumates,2009-04-24,None,00:37:00,Finished Airing,OVA,None,1,PG 13,Slice of Life Comedy,"None found, add some",indigo line Takeshobo Indeprox,"None found, add some",6596,3
El Cazador de la Bruja,2007-04-03 2007-09-25,2 01:30:00,00:24:00,Finished Airing,TV,Spring 2007,26,PG 13,Adventure Mystery Drama,Funimation,Victor Entertainment,Bee Train,53150,251
Bomberman B-Daman Bakugaiden,"1998-02-07,1999-01-31","sat,17:00:00",00:26:00,Finished Airing,TV,Winter 1998,48,PG,"Comedy,Sci-Fi",none,Nagoya Broadcasting Network,Madhouse,3161,10
Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,2007-03-13,none,00:24:00,Finished Airing,OVA,none,1,PG 13,"Comedy,Mystery,Adventure",none,none,TMS Entertainment,13916,4
Huyao Xiao Hongniang: Wangquan Fugui,"2016-01-08,2016-04-15",none,00:15:00,Finished Airing,ONA,none,14,R 17,"Comedy,Supernatural,Romance",none,Tencent Animation & Comics,Haoliners Animation League,13306,25
Bishoujo Senshi Sailor Moon Memorial,"1998-08-07,1999-05-21",none,1 hr. 30 min. per ep.,Finished Airing,OVA,none,5,PG 13,Romance,none,none,Toei Animation,17512,35
Mei to Koneko Bus,2002-10-01,none,00:14:00,Finished Airing,Special,none,1,G,"Fantasy,Adventure",none,none,Studio Ghibli,20350,25
Sylvanian Families: Mini Story,"Oct 7, 2017 to Dec 23, 2017",none,00:03:00,Finished Airing,TV,Fall 2017,12,G,Slice of Life,none,none,Shogakukan Music & Digital Entertainment,389,2
Under the Dog: Anthea-chan,"Aug 8, 2015",none,00:03:00,Finished Airing,ONA,none,1,PG 13,"Action,Comedy",none,none,Kinema Citrus,4381,0
Hataraku Saibou Black CM,2020-01-04,none,00:01:00,Finished Airing,ONA,none,1,PG 13,Action,none,none,"None found,,add some",7359,4
"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",2011-11-16,none,00:03:00,Finished Airing,Special,none,1,PG 13,Comedy,none,"Pony Canyon,DAX Production",Doga Kobo,25242,23
Fin-tan,"Feb 27, 2017 to Sep 15, 2017",none,00:02:00,Finished Airing,ONA,none,3,G,Comedy,none,none,Kenji Studio,392,1
Ookiku Furikabutte,"2007-04-13,2007-09-28",Unknown,00:25:00,Finished Airing,TV,Spring 2007,25,PG 13,Sports,Funimation,"Aniplex,Mainichi Broadcasting System,TBS,Kodansha,Movic,Rakuonsha",A-1 Pictures,98314,1691
Taiho Shichau zo: Second Season,"2001-04-07,2001-09-29",Unknown,00:24:00,Finished Airing,TV,Spring 2001,26,PG 13,"Comedy,Action",Sentai Filmworks,Kodansha,Studio Deen,10644,12
Ulineun Myeong-tam-jeong,Mar 2009 to Feb 2010,none,00:24:00,Finished Airing,TV,Spring 2009,52,PG,Mystery,none,none,none,115,0
Rui no Masaiban,"Feb 1, 2012",none,00:02:00,Finished Airing,ONA,none,1,PG 13,Fantasy,none,none,none,568,0
Alps Monogatari: Watashi no Annette Specials,2001-04-01,none,00:45:00,Finished Airing,Special,none,2,G,"Drama,Slice of Life",none,none,Nippon Animation,524,1
Xiong Zi,Feb 2013 to ?,none,00:15:00,Finished Airing,TV,?,52,PG,Fantasy,none,none,none,41,0
A.D. Police (TV),"Apr 8, 1999 to Jul 1, 1999",Thursdays at 01:45 (JST),00:24:00,Finished Airing,TV,Spring 1999,12,PG 13,"Action,Sci-Fi",ADV Films,AIC,Plum,11674,15
Mamotte Shugogetten!,"1998-10-17,1999-04-03","sat,18:00:00",00:24:00,Finished Airing,TV,Fall 1998,22,PG 13,"Fantasy,Comedy,Romance",none,none,Toei Animation,8538,13
Oira Uchuu no Tankoufu,"1994-11-11,1995-01-27",none,00:25:00,Finished Airing,OVA,none,2,R 17,"Adventure,Sci-Fi","ADV Films,Discotek Media",KSS,Triangle Staff,2111,1
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,"2011-01-09,2011-03-27","sun,00:30:00",00:23:00,Finished Airing,TV,Winter 2011,12,PG 13,"Comedy,Romance,Ecchi",Media Blasters,Starchild Records,Zexcs,88934,92
Get Ride! AMDriver,"2004-04-05,2005-03-28","mon,18:30:00",00:24:00,Finished Airing,TV,Spring 2004,51,PG 13,"Sci-Fi,Adventure",none,"Illumitoon Entertainment,Nihon Ad Systems",Studio Deen,2137,5
Little El Cid no Bouken,1984-02-06 1984-03-12,None,00:25:00,Finished Airing,TV,Winter 1984,26,G,Adventure,"None found, add some","None found, add some",Nippon Animation,818,0
Kyoukai no Rinne 3rd Season,2017-04-08 2017-09-23,6 17:35:00,00:24:00,Finished Airing,TV,Spring 2017,25,PG 13,Comedy Supernatural,Sentai Filmworks,Egg Firm Shogakukan NHK Shogakukan-Shueisha Productions,Brain's Base,22405,19
Watashi no Touchika,"Mar 7, 2021",none,00:14:00,Finished Airing,Movie,none,1,PG,Drama,none,Geidai Animation,none,165,0
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,"Jul 31, 2012 to Nov 16, 2012",none,00:03:00,Finished Airing,TV,Summer 2012,12,PG 13,Comedy,none,"AIR AGENCY,Pastel",AIC Frontier,5723,3
Gall Force 2: Destruction,1987-11-21,none,00:50:00,Finished Airing,OVA,none,1,R+,"Sci-Fi,Action",Central Park Media,Movic,"AIC,Artmic,animate Film",3327,4
Dragon Collection,"2014-04-07,2015-03-30","mon,08:15:00",00:11:00,Finished Airing,TV,Spring 2014,51,PG 13,Fantasy,none,Konami,OLM,5132,8
Little Busters! Sekai no Saitou wa Ore ga Mamoru!,2013-11-15,none,00:24:00,Finished Airing,OVA,none,1,PG 13,"Comedy,Supernatural",none,none,J.C.Staff,28607,27
Cinnamon the Movie,2007-12-22,none,00:45:00,Finished Airing,Movie,none,1,G,Fantasy,none,Sanrio,Madhouse,2690,16
Cestvs: The Roman Fighter,"2021-04-15,2021-06-24","thur,00:55:00",00:22:00,Finished Airing,TV,Spring 2021,11,PG 13,"Drama,Action",none,"Hakusensha,Hakuhodo DY Media Partners,Fuji TV,Bandai,BS Fuji,Bandai Namco Live Creative,Bandai Spirits",Bandai Namco Pictures,19892,87
Yuusha ga Shinda!,2023-04-07 2023-06-23,5 01:00:00,00:23:00,Finished Airing,TV,Spring 2023,12,PG 13,Action Fantasy Comedy Ecchi,"None found, add some",Pony Canyon Tohokushinsha Film Corporation Shogakukan Crunchyroll WOWMAX,LIDENFILMS,91739,298
Yama no Susume,"2013-01-03,2013-03-21","thur,01:30:00",00:03:00,Finished Airing,TV,Winter 2013,12,PG 13,"Adventure,Comedy,Slice of Life",none,Earth Star Entertainment,8bit,82070,167
Toki no Kousa,2018-04-20,none,00:01:00,Finished Airing,Special,none,1,G,Avant Garde,none,"MAZRI,Audio Graphics Institute",CLAP,3517,6
Wo Jiao MT 3rd Season,2010 to ?,none,00:30:00,Finished Airing,ONA,none,10,G,"Comedy,Fantasy",none,none,none,37,0
Hotarubi no Mori e,2011-09-17,none,00:45:00,Finished Airing,Movie,none,1,G,"Drama,Supernatural,Award Winning,Romance",none,"TV Tokyo,Aniplex,Hakusensha,DAX Production,Nihon Ad Systems",Brain's Base,794697,10066
Shin Bikkuriman,"1989-04-09,1990-08-26","sun,08:30:00",00:25:00,Finished Airing,TV,Spring 1989,72,PG,"Fantasy,Comedy",none,none,Toei Animation,570,1
Shen Yin Wangzuo,"2022-04-28,2022-09-29",none,00:21:00,Finished Airing,ONA,none,26,PG 13,"Action,Fantasy,Adventure",none,"Tencent Penguin Pictures,Xuanshi Tangmen,China South Angel,Tianshi Wenhua",Shenman Entertainment,5258,78
Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,2008-09-26,none,00:04:00,Finished Airing,Special,none,1,G,Comedy,none,none,ufotable,5798,1
Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,2009-12-24,none,00:04:00,Finished Airing,ONA,none,1,PG 13,"Comedy,Romance",Funimation,none,SILVER LINK.,41070,16
Shaman King,"2001-07-04,2002-09-25","wed,18:30:00",00:23:00,Finished Airing,TV,Summer 2001,64,PG 13,"Comedy,Action,Supernatural,Adventure","Discotek Media,4Kids Entertainment","TV Tokyo,Nihon Ad Systems,TV Tokyo Music",Xebec,356971,3714
Touka Gettan,"2007-04-03,2007-09-25",Unknown,00:23:00,Finished Airing,TV,Spring 2007,26,R 17,"Romance,Supernatural,Drama",Sentai Filmworks,"Imagine,WAO World",Studio Deen,19745,48
